Age,BusinessTravel,Department,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,current_level,availability_projects,primary_skill,secondary_skill,primary_skill_proficiency,secondary_skill_proficiency
32,Travel_Rarely,Research & Development,4,Other,1607,2,Female,4,1,Research Scientist,4,3312,3,No,3,4,80,6,3,3,3,2,1,3,Data Analysis,Python,4,3
44,Travel_Rarely,Research & Development,3,Medical,1608,2,Female,3,5,Research Director,4,19049,0,Yes,3,4,80,23,4,2,22,7,2,1,Research Leadership,Strategic Planning,7,6
30,Travel_Rarely,Research & Development,3,Medical,1609,2,Male,2,1,Research Scientist,2,2141,1,No,3,2,80,6,3,2,6,4,1,3,Data Analysis,Python,4,3
45,Travel_Rarely,Research & Development,5,Medical,1611,3,Female,1,2,Laboratory Technician,1,5769,1,Yes,3,1,80,10,3,3,10,7,1,3,Laboratory Operations,Quality Control,6,5
45,Non-Travel,Sales,3,Marketing,1612,1,Male,2,2,Sales Executive,1,4385,1,No,3,1,80,10,2,3,10,7,1,4,Sales Strategy,CRM Tools,6,5
31,Travel_Frequently,Sales,4,Other,1613,4,Male,3,2,Sales Executive,1,5332,7,No,3,4,80,10,3,3,5,2,1,3,Sales Strategy,CRM Tools,5,4
36,Travel_Rarely,Research & Development,4,Life Sciences,1614,3,Female,3,2,Manufacturing Director,3,4663,9,Yes,3,2,80,7,2,3,3,2,1,1,Operations Management,Process Optimization,4,3
34,Travel_Frequently,Research & Development,4,Life Sciences,1615,3,Male,4,2,Manufacturing Director,4,4724,1,No,3,1,80,9,3,3,9,7,1,3,Operations Management,Process Optimization,5,4
49,Travel_Rarely,Research & Development,4,Life Sciences,1617,3,Female,3,1,Laboratory Technician,1,3211,1,No,3,4,80,10,3,2,9,6,2,3,Laboratory Operations,Quality Control,7,6
39,Travel_Rarely,Research & Development,5,Medical,1618,2,Male,3,2,Manufacturing Director,1,5377,2,No,3,4,80,10,3,3,7,7,1,3,Operations Management,Process Optimization,6,5
27,Travel_Rarely,Research & Development,3,Other,1619,4,Male,2,1,Laboratory Technician,1,4066,1,No,3,1,80,7,3,3,7,7,1,3,Laboratory Operations,Quality Control,5,4
35,Travel_Rarely,Research & Development,5,Life Sciences,1621,2,Male,4,2,Research Scientist,1,5208,1,No,3,4,80,16,2,3,16,15,1,4,Data Analysis,Python,6,5
28,Travel_Rarely,Research & Development,3,Medical,1622,2,Female,1,2,Manufacturing Director,1,4877,0,No,4,2,80,6,5,2,5,3,1,2,Operations Management,Process Optimization,5,4
21,Travel_Rarely,Research & Development,1,Medical,1623,3,Male,3,1,Research Scientist,4,3117,1,No,3,3,80,3,2,3,2,2,0,2,Data Analysis,Python,2,1
18,Travel_Frequently,Sales,2,Medical,1624,2,Female,3,1,Sales Representative,4,1569,1,Yes,3,3,80,0,2,4,0,0,0,1,Client Acquisition,Negotiation,2,1
47,Travel_Rarely,Human Resources,4,Life Sciences,1625,4,Female,3,5,Manager,3,19658,3,No,3,3,80,27,2,3,5,2,2,1,People Management,Project Planning,6,5
39,Travel_Rarely,Research & Development,2,Medical,1627,3,Male,2,2,Laboratory Technician,3,3069,0,No,3,4,80,11,3,3,10,8,1,4,Laboratory Operations,Quality Control,6,5
40,Travel_Rarely,Research & Development,3,Life Sciences,1628,1,Female,2,3,Manufacturing Director,3,10435,1,No,3,4,80,18,2,3,18,15,2,2,Operations Management,Process Optimization,7,6
35,Non-Travel,Research & Development,4,Life Sciences,1630,3,Female,3,2,Healthcare Representative,3,4148,1,No,3,4,80,15,5,3,14,11,1,4,Medical Sales,Product Knowledge,6,5
37,Travel_Rarely,Research & Development,3,Life Sciences,1631,3,Male,3,2,Manufacturing Director,3,5768,3,No,3,1,80,9,2,2,4,3,1,2,Operations Management,Process Optimization,4,3
39,Travel_Frequently,Research & Development,3,Medical,1633,1,Female,3,2,Manufacturing Director,3,5042,0,No,3,4,80,10,2,1,9,2,1,2,Operations Management,Process Optimization,5,4
45,Travel_Rarely,Research & Development,2,Other,1635,4,Female,2,2,Manufacturing Director,4,5770,1,No,3,1,80,10,3,3,10,7,1,3,Operations Management,Process Optimization,6,5
38,Travel_Rarely,Research & Development,2,Medical,1638,4,Female,2,3,Manufacturing Director,3,7756,3,Yes,3,4,80,10,6,4,5,4,2,1,Operations Management,Process Optimization,6,5
35,Travel_Rarely,Sales,3,Medical,1639,4,Male,2,3,Sales Executive,1,10306,9,No,3,3,80,15,3,3,13,12,2,3,Sales Strategy,CRM Tools,7,6
37,Travel_Rarely,Research & Development,3,Medical,1640,2,Female,3,1,Research Scientist,2,3936,1,No,3,1,80,8,2,1,8,4,1,3,Data Analysis,Python,4,3
40,Travel_Rarely,Research & Development,3,Life Sciences,1641,3,Female,3,3,Manufacturing Director,4,7945,6,Yes,3,4,80,18,2,2,4,2,2,1,Operations Management,Process Optimization,6,5
44,Travel_Frequently,Human Resources,5,Human Resources,1642,1,Male,3,2,Human Resources,4,5743,4,Yes,3,3,80,14,3,3,10,7,1,3,Talent Management,Employee Engagement,6,5
48,Travel_Frequently,Research & Development,5,Medical,1644,3,Male,2,4,Manager,4,15202,2,No,4,2,80,23,3,3,2,2,2,1,People Management,Project Planning,7,6
35,Travel_Rarely,Sales,2,Medical,1645,1,Male,1,2,Sales Executive,4,5440,6,Yes,3,4,80,7,2,2,2,2,1,1,Sales Strategy,CRM Tools,4,3
24,Travel_Frequently,Research & Development,1,Technical Degree,1646,1,Female,3,1,Research Scientist,4,3760,1,Yes,3,3,80,6,2,3,6,3,1,2,Data Analysis,Python,4,3
27,Travel_Rarely,Research & Development,3,Medical,1647,2,Female,4,1,Research Scientist,3,3517,7,No,3,1,80,5,0,3,3,2,1,3,Data Analysis,Python,4,3
27,Travel_Frequently,Research & Development,3,Medical,1648,4,Male,3,1,Research Scientist,4,2580,2,No,3,3,80,6,0,2,4,2,1,3,Data Analysis,Python,4,3
40,Travel_Rarely,Research & Development,3,Life Sciences,1649,1,Male,3,1,Laboratory Technician,1,2166,3,Yes,3,2,80,10,3,1,4,2,2,1,Laboratory Operations,Quality Control,6,5
29,Travel_Rarely,Sales,3,Medical,1650,3,Male,2,2,Sales Executive,3,5869,9,No,3,3,80,8,2,3,5,2,1,2,Sales Strategy,CRM Tools,4,3
36,Travel_Rarely,Research & Development,4,Life Sciences,1651,2,Female,3,3,Healthcare Representative,1,8008,4,No,3,3,80,9,6,3,3,2,1,3,Medical Sales,Product Knowledge,4,3
25,Travel_Frequently,Research & Development,1,Life Sciences,1653,4,Male,4,2,Manufacturing Director,3,5206,1,No,3,3,80,7,6,3,7,7,1,2,Operations Management,Process Optimization,5,4
39,Travel_Rarely,Research & Development,3,Medical,1654,4,Male,3,2,Manufacturing Director,2,5295,4,No,4,3,80,7,3,3,5,4,1,2,Operations Management,Process Optimization,5,4
49,Travel_Rarely,Research & Development,4,Other,1655,1,Female,3,4,Research Director,2,16413,3,No,3,2,80,27,2,3,4,2,2,1,Research Leadership,Strategic Planning,6,5
50,Travel_Rarely,Research & Development,5,Life Sciences,1656,4,Female,2,3,Research Director,1,13269,5,No,3,3,80,19,3,3,14,11,2,3,Research Leadership,Strategic Planning,7,6
20,Travel_Rarely,Sales,3,Medical,1657,3,Female,3,1,Sales Representative,3,2783,1,No,3,1,80,2,3,3,2,2,0,1,Client Acquisition,Negotiation,2,1
34,Travel_Rarely,Research & Development,3,Life Sciences,1658,4,Female,3,2,Research Scientist,2,5433,1,No,3,3,80,11,2,3,11,8,1,4,Data Analysis,Python,6,5
36,Travel_Rarely,Research & Development,3,Life Sciences,1659,1,Male,3,1,Laboratory Technician,2,2013,2,No,3,3,80,15,4,3,4,3,2,2,Laboratory Operations,Quality Control,6,5
49,Travel_Rarely,Research & Development,1,Life Sciences,1661,3,Female,2,4,Healthcare Representative,3,13966,2,Yes,3,2,80,30,3,3,15,11,2,1,Medical Sales,Product Knowledge,7,6
36,Non-Travel,Research & Development,4,Medical,1662,4,Female,2,2,Manufacturing Director,3,4374,0,No,3,3,80,4,6,3,3,2,1,1,Operations Management,Process Optimization,3,2
36,Travel_Rarely,Research & Development,2,Life Sciences,1664,4,Male,4,2,Healthcare Representative,1,6842,6,No,4,1,80,13,3,3,5,4,1,4,Medical Sales,Product Knowledge,6,5
54,Travel_Rarely,Research & Development,5,Medical,1665,2,Female,3,4,Manager,3,17426,3,No,4,3,80,36,6,3,10,8,2,2,People Management,Project Planning,8,7
43,Travel_Rarely,Research & Development,2,Life Sciences,1666,3,Male,2,4,Research Director,3,17603,1,No,4,1,80,14,3,3,14,10,2,3,Research Leadership,Strategic Planning,8,7
35,Travel_Frequently,Sales,4,Other,1667,4,Male,3,2,Sales Executive,4,4581,3,Yes,4,1,80,13,2,4,11,9,1,4,Sales Strategy,CRM Tools,7,6
38,Travel_Frequently,Research & Development,3,Life Sciences,1668,4,Male,3,2,Research Scientist,4,4735,7,No,3,4,80,19,4,4,13,11,1,4,Data Analysis,Python,6,5
29,Travel_Rarely,Sales,3,Medical,1669,1,Male,2,2,Sales Executive,2,4187,1,Yes,3,2,80,10,3,2,10,0,1,2,Sales Strategy,CRM Tools,5,4
33,Travel_Rarely,Sales,4,Medical,1670,4,Male,3,2,Sales Executive,4,5505,1,No,3,3,80,6,5,3,6,2,1,2,Sales Strategy,CRM Tools,4,3
32,Travel_Rarely,Research & Development,3,Medical,1671,4,Male,3,2,Research Scientist,2,5470,0,No,3,3,80,10,4,2,9,5,1,4,Data Analysis,Python,6,5
31,Travel_Rarely,Sales,4,Life Sciences,1673,1,Female,3,2,Sales Executive,4,5476,1,No,3,1,80,10,2,3,10,0,1,3,Sales Strategy,CRM Tools,5,4
49,Travel_Rarely,Research & Development,3,Medical,1674,4,Female,3,1,Laboratory Technician,1,2587,4,Yes,3,2,80,17,2,2,2,2,2,1,Laboratory Operations,Quality Control,6,5
38,Travel_Frequently,Research & Development,3,Medical,1675,4,Female,2,1,Laboratory Technician,2,2440,1,No,4,2,80,4,3,3,4,3,1,3,Laboratory Operations,Quality Control,4,3
47,Travel_Rarely,Sales,4,Life Sciences,1676,2,Female,4,4,Manager,2,15972,6,No,3,3,80,29,2,3,3,2,2,1,People Management,Project Planning,6,5
49,Travel_Rarely,Research & Development,3,Life Sciences,1677,3,Male,3,4,Manager,3,15379,4,No,3,1,80,23,2,3,8,7,2,1,People Management,Project Planning,7,6
41,Travel_Rarely,Sales,2,Life Sciences,1678,4,Male,3,3,Sales Executive,3,7082,3,Yes,3,4,80,21,2,3,2,0,2,1,Sales Strategy,CRM Tools,6,5
20,Travel_Rarely,Sales,1,Life Sciences,1680,4,Male,3,1,Sales Representative,1,2728,1,No,3,1,80,2,3,3,2,2,0,1,Client Acquisition,Negotiation,2,1
33,Non-Travel,Sales,3,Life Sciences,1681,3,Female,3,2,Sales Executive,4,5368,1,Yes,4,3,80,7,2,3,6,5,1,3,Sales Strategy,CRM Tools,6,5
36,Travel_Rarely,Research & Development,4,Life Sciences,1682,1,Male,3,2,Healthcare Representative,3,5347,6,No,3,2,80,10,2,2,3,2,1,3,Medical Sales,Product Knowledge,5,4
44,Travel_Rarely,Human Resources,3,Life Sciences,1683,3,Female,3,1,Human Resources,4,3195,4,Yes,3,1,80,8,2,3,2,2,1,1,Talent Management,Employee Engagement,4,3
23,Travel_Rarely,Research & Development,1,Medical,1684,4,Male,2,1,Laboratory Technician,3,3989,1,Yes,3,1,80,5,2,3,5,4,1,1,Laboratory Operations,Quality Control,4,3
38,Travel_Rarely,Research & Development,2,Medical,1687,4,Female,3,1,Laboratory Technician,3,3306,7,No,3,4,80,7,5,2,0,0,1,2,Laboratory Operations,Quality Control,4,3
53,Travel_Rarely,Research & Development,4,Medical,1689,2,Male,4,3,Healthcare Representative,4,7005,3,No,3,3,80,11,2,3,4,3,2,2,Medical Sales,Product Knowledge,6,5
48,Travel_Frequently,Sales,2,Medical,1691,4,Female,3,1,Sales Representative,3,2655,2,Yes,3,3,80,19,3,3,9,7,2,2,Client Acquisition,Negotiation,7,6
32,Travel_Rarely,Research & Development,4,Life Sciences,1692,4,Male,3,1,Laboratory Technician,2,1393,1,No,3,1,80,1,2,3,1,0,0,1,Laboratory Operations,Quality Control,2,1
26,Non-Travel,Research & Development,3,Medical,1693,4,Male,3,1,Laboratory Technician,4,2570,1,No,4,3,80,7,5,3,7,7,1,4,Laboratory Operations,Quality Control,6,5
55,Travel_Rarely,Research & Development,3,Technical Degree,1694,1,Male,2,1,Research Scientist,2,3537,5,No,3,4,80,8,1,3,4,2,1,3,Data Analysis,Python,4,3
34,Travel_Rarely,Research & Development,2,Medical,1696,2,Male,2,2,Laboratory Technician,4,3986,1,No,3,3,80,15,3,4,15,10,1,4,Laboratory Operations,Quality Control,6,5
60,Travel_Rarely,Research & Development,4,Medical,1697,3,Male,1,3,Healthcare Representative,4,10883,3,No,4,3,80,19,2,4,1,0,2,3,Medical Sales,Product Knowledge,7,6
33,Travel_Rarely,Research & Development,3,Medical,1698,2,Male,4,1,Laboratory Technician,2,2028,1,No,3,4,80,14,6,3,14,11,2,3,Laboratory Operations,Quality Control,7,6
37,Travel_Frequently,Sales,4,Medical,1700,3,Male,1,2,Sales Executive,4,9525,1,No,3,3,80,6,2,2,6,3,1,2,Sales Strategy,CRM Tools,4,3
34,Travel_Rarely,Research & Development,3,Life Sciences,1701,2,Female,2,1,Research Scientist,4,2929,1,No,3,2,80,10,3,3,10,9,2,4,Data Analysis,Python,7,6
23,Travel_Rarely,Sales,3,Life Sciences,1702,3,Male,3,1,Sales Representative,4,2275,1,Yes,4,2,80,3,2,3,3,2,0,1,Client Acquisition,Negotiation,3,2
44,Travel_Rarely,Research & Development,3,Life Sciences,1703,3,Female,4,3,Healthcare Representative,4,7879,1,Yes,3,2,80,9,2,3,8,7,1,3,Medical Sales,Product Knowledge,5,4
35,Travel_Frequently,Research & Development,4,Medical,1704,1,Male,2,1,Research Scientist,4,4930,0,Yes,3,3,80,6,2,4,5,4,1,2,Data Analysis,Python,4,3
43,Travel_Rarely,Sales,3,Medical,1706,4,Male,3,2,Sales Executive,4,7847,1,Yes,3,1,80,10,3,3,10,9,1,3,Sales Strategy,CRM Tools,6,5
24,Travel_Rarely,Research & Development,3,Medical,1707,3,Male,4,1,Research Scientist,3,4401,1,No,3,4,80,5,1,3,5,3,1,3,Data Analysis,Python,4,3
41,Travel_Rarely,Sales,3,Marketing,1708,4,Male,3,3,Sales Executive,3,9241,1,No,3,2,80,10,3,3,10,8,2,3,Sales Strategy,CRM Tools,7,6
29,Travel_Rarely,Research & Development,4,Medical,1709,4,Female,3,1,Laboratory Technician,3,2974,9,No,3,3,80,9,2,3,5,3,1,3,Laboratory Operations,Quality Control,4,3
36,Travel_Rarely,Sales,4,Life Sciences,1710,3,Female,3,2,Sales Representative,4,4502,3,No,3,3,80,17,2,2,13,7,1,4,Client Acquisition,Negotiation,6,5
45,Non-Travel,Research & Development,1,Life Sciences,1712,3,Male,2,3,Healthcare Representative,3,10748,3,No,4,4,80,25,3,2,23,15,2,4,Medical Sales,Product Knowledge,8,7
24,Travel_Rarely,Human Resources,1,Human Resources,1714,4,Male,1,1,Human Resources,3,1555,1,No,3,3,80,1,2,3,1,0,0,1,Talent Management,Employee Engagement,2,1
47,Travel_Frequently,Sales,3,Life Sciences,1716,3,Male,1,4,Sales Executive,3,12936,7,No,3,3,80,25,3,1,23,5,2,2,Sales Strategy,CRM Tools,7,6
26,Travel_Rarely,Research & Development,4,Medical,1718,4,Male,1,1,Laboratory Technician,3,2305,1,No,3,3,80,3,3,4,3,2,0,1,Laboratory Operations,Quality Control,2,1
45,Travel_Rarely,Research & Development,2,Technical Degree,1719,4,Female,2,4,Research Director,2,16704,1,No,3,3,80,21,2,3,21,6,2,2,Research Leadership,Strategic Planning,7,6
32,Travel_Frequently,Research & Development,3,Life Sciences,1720,1,Male,3,1,Research Scientist,3,3433,6,No,3,1,80,10,3,2,5,2,2,3,Data Analysis,Python,6,5
31,Travel_Rarely,Research & Development,4,Life Sciences,1721,2,Male,3,1,Laboratory Technician,3,3477,1,No,3,4,80,6,2,4,5,2,1,2,Laboratory Operations,Quality Control,4,3
41,Non-Travel,Human Resources,3,Human Resources,1722,3,Male,1,2,Human Resources,2,6430,6,No,3,2,80,10,4,3,3,2,1,3,Talent Management,Employee Engagement,5,4
40,Travel_Rarely,Research & Development,2,Life Sciences,1724,2,Female,3,2,Manufacturing Director,1,6516,2,Yes,3,2,80,18,3,3,1,0,1,1,Operations Management,Process Optimization,5,4
24,Travel_Rarely,Research & Development,1,Medical,1725,2,Male,3,1,Laboratory Technician,1,3907,1,No,3,2,80,6,2,4,6,2,1,2,Laboratory Operations,Quality Control,4,3
46,Travel_Rarely,Research & Development,4,Life Sciences,1727,3,Male,3,2,Healthcare Representative,2,5562,6,No,3,4,80,19,3,3,10,7,1,4,Medical Sales,Product Knowledge,6,5
35,Travel_Rarely,Research & Development,4,Life Sciences,1728,4,Male,3,2,Manufacturing Director,3,6883,2,No,3,2,80,17,3,3,7,7,1,3,Operations Management,Process Optimization,6,5
30,Travel_Rarely,Research & Development,1,Life Sciences,1729,2,Male,3,1,Research Scientist,4,2862,1,No,3,2,80,10,2,2,10,0,2,3,Data Analysis,Python,6,5
47,Non-Travel,Sales,4,Marketing,1731,3,Male,3,2,Sales Executive,2,4978,7,No,3,4,80,4,3,1,1,0,1,2,Sales Strategy,CRM Tools,3,2
46,Travel_Rarely,Sales,3,Life Sciences,1732,3,Male,3,3,Sales Executive,4,10368,4,Yes,3,2,80,13,5,2,10,6,2,2,Sales Strategy,CRM Tools,7,6
36,Travel_Rarely,Sales,5,Marketing,1733,2,Male,2,2,Sales Executive,1,6134,5,Yes,3,2,80,16,3,3,2,2,1,2,Sales Strategy,CRM Tools,5,4
32,Travel_Rarely,Sales,2,Life Sciences,1734,1,Male,1,2,Sales Executive,2,6735,6,No,3,2,80,10,2,3,0,0,1,3,Sales Strategy,CRM Tools,5,4
23,Travel_Rarely,Research & Development,1,Medical,1735,3,Female,3,1,Laboratory Technician,2,3295,1,No,3,3,80,3,3,1,3,2,0,1,Laboratory Operations,Quality Control,2,1
31,Travel_Frequently,Research & Development,1,Technical Degree,1736,4,Female,3,2,Manufacturing Director,4,5238,2,No,4,4,80,9,3,2,5,4,1,3,Operations Management,Process Optimization,5,4
39,Non-Travel,Research & Development,3,Life Sciences,1737,4,Male,3,2,Laboratory Technician,4,6472,1,Yes,3,4,80,9,2,3,9,8,1,3,Laboratory Operations,Quality Control,5,4
32,Travel_Rarely,Sales,3,Life Sciences,1739,4,Male,1,3,Sales Executive,3,9610,3,No,3,3,80,10,2,1,4,3,2,2,Sales Strategy,CRM Tools,6,5
40,Travel_Rarely,Sales,4,Medical,1740,2,Male,3,5,Manager,2,19833,1,No,3,2,80,21,3,2,21,8,2,1,People Management,Project Planning,7,6
45,Travel_Rarely,Human Resources,3,Life Sciences,1744,3,Female,1,3,Human Resources,3,9756,4,No,4,3,80,9,2,4,5,0,1,4,Talent Management,Employee Engagement,5,4
30,Travel_Frequently,Research & Development,4,Technical Degree,1745,4,Female,2,1,Research Scientist,1,4968,0,No,3,4,80,10,2,3,9,7,2,4,Data Analysis,Python,7,6
24,Travel_Frequently,Human Resources,3,Medical,1746,1,Male,3,1,Human Resources,4,2145,0,No,3,4,80,3,2,3,2,2,0,1,Talent Management,Employee Engagement,2,1
30,Travel_Frequently,Human Resources,3,Human Resources,1747,3,Female,2,1,Human Resources,4,2180,6,No,3,3,80,6,0,2,4,2,1,2,Talent Management,Employee Engagement,4,3
31,Travel_Rarely,Sales,3,Technical Degree,1749,1,Male,3,2,Sales Executive,3,8346,1,No,3,3,80,6,3,3,5,2,1,2,Sales Strategy,CRM Tools,4,3
27,Travel_Rarely,Research & Development,3,Medical,1751,3,Female,3,1,Research Scientist,4,3445,1,No,3,3,80,6,5,2,6,2,1,3,Data Analysis,Python,4,3
29,Travel_Rarely,Sales,3,Marketing,1752,2,Female,1,1,Sales Representative,2,2760,1,No,3,3,80,2,3,3,2,2,0,1,Client Acquisition,Negotiation,2,1
29,Travel_Frequently,Research & Development,3,Life Sciences,1753,4,Male,4,2,Healthcare Representative,3,6294,8,Yes,3,4,80,10,5,4,3,2,1,2,Medical Sales,Product Knowledge,5,4
30,Travel_Rarely,Sales,2,Marketing,1754,3,Male,2,3,Sales Executive,1,7140,2,No,3,1,80,12,2,3,7,7,2,3,Sales Strategy,CRM Tools,7,6
34,Travel_Rarely,Research & Development,4,Medical,1755,4,Male,4,1,Research Scientist,4,2932,0,Yes,3,1,80,6,3,3,5,0,1,2,Data Analysis,Python,4,3
33,Non-Travel,Sales,3,Marketing,1756,4,Female,3,2,Sales Executive,2,5147,8,No,3,4,80,13,2,2,11,7,1,4,Sales Strategy,CRM Tools,6,5
49,Travel_Rarely,Sales,4,Marketing,1757,4,Female,3,2,Sales Executive,4,4507,3,No,3,3,80,8,1,4,5,1,1,2,Sales Strategy,CRM Tools,4,3
33,Travel_Rarely,Sales,3,Life Sciences,1758,1,Female,3,3,Sales Executive,1,8564,2,Yes,4,3,80,11,2,2,0,0,2,2,Sales Strategy,CRM Tools,7,6
38,Travel_Frequently,Research & Development,2,Medical,1760,3,Female,2,1,Laboratory Technician,2,2468,4,No,3,2,80,9,4,2,6,1,1,3,Laboratory Operations,Quality Control,4,3
31,Travel_Rarely,Sales,4,Marketing,1761,1,Male,3,3,Sales Executive,3,8161,2,No,3,1,80,10,2,3,1,0,2,2,Sales Strategy,CRM Tools,6,5
29,Travel_Rarely,Research & Development,3,Technical Degree,1762,4,Female,2,1,Research Scientist,1,2109,1,No,3,3,80,1,2,3,1,0,0,2,Data Analysis,Python,2,1
30,Travel_Rarely,Research & Development,3,Life Sciences,1763,3,Male,4,2,Healthcare Representative,3,5294,3,No,3,3,80,10,3,3,7,0,1,3,Medical Sales,Product Knowledge,5,4
32,Non-Travel,Research & Development,4,Technical Degree,1764,2,Male,3,1,Research Scientist,2,2718,2,No,3,2,80,12,3,3,7,7,2,4,Data Analysis,Python,7,6
38,Travel_Rarely,Research & Development,3,Medical,1766,2,Male,1,2,Healthcare Representative,4,5811,3,Yes,3,3,80,15,2,3,1,0,1,2,Medical Sales,Product Knowledge,5,4
43,Travel_Frequently,Research & Development,3,Technical Degree,1767,3,Male,2,1,Research Scientist,3,2437,9,Yes,3,4,80,6,4,3,1,0,1,2,Data Analysis,Python,4,3
42,Travel_Rarely,Research & Development,3,Medical,1768,2,Male,3,1,Laboratory Technician,2,2766,8,No,4,2,80,7,6,2,5,3,1,3,Laboratory Operations,Quality Control,5,4
55,Travel_Rarely,Research & Development,3,Medical,1770,3,Male,2,5,Research Director,1,19038,8,No,3,2,80,34,2,3,1,0,2,1,Research Leadership,Strategic Planning,6,5
33,Non-Travel,Research & Development,3,Technical Degree,1771,4,Male,3,2,Research Scientist,2,3055,5,No,3,4,80,11,2,2,9,8,1,4,Data Analysis,Python,6,5
41,Travel_Rarely,Research & Development,4,Life Sciences,1772,3,Male,3,1,Laboratory Technician,1,2289,1,No,4,2,80,5,2,3,5,3,1,3,Laboratory Operations,Quality Control,5,4
34,Non-Travel,Sales,3,Life Sciences,1774,4,Male,3,2,Sales Executive,3,4001,1,Yes,3,3,80,15,3,3,15,14,1,3,Sales Strategy,CRM Tools,6,5
53,Non-Travel,Research & Development,4,Medical,1775,1,Female,2,4,Manufacturing Director,3,12965,4,Yes,4,4,80,27,2,2,3,2,2,1,Operations Management,Process Optimization,7,6
43,Travel_Rarely,Human Resources,3,Life Sciences,1778,2,Male,3,1,Human Resources,4,3539,0,No,3,2,80,10,5,3,9,7,2,3,Talent Management,Employee Engagement,7,6
34,Travel_Rarely,Sales,2,Life Sciences,1779,4,Female,1,2,Sales Executive,4,6029,5,No,3,1,80,6,3,3,2,2,1,2,Sales Strategy,CRM Tools,4,3
21,Travel_Rarely,Sales,1,Marketing,1780,2,Male,3,1,Sales Representative,2,2679,1,No,3,2,80,1,3,3,1,0,0,1,Client Acquisition,Negotiation,2,1
38,Travel_Rarely,Research & Development,2,Other,1782,4,Female,2,1,Laboratory Technician,3,3702,1,No,3,2,80,5,3,3,5,4,1,2,Laboratory Operations,Quality Control,4,3
22,Travel_Rarely,Research & Development,1,Medical,1783,3,Female,3,1,Laboratory Technician,1,2398,1,Yes,3,3,80,1,6,3,1,0,0,1,Laboratory Operations,Quality Control,2,1
31,Travel_Rarely,Sales,4,Marketing,1784,1,Female,2,2,Sales Executive,4,5468,1,No,3,1,80,13,3,3,12,7,1,4,Sales Strategy,CRM Tools,6,5
51,Travel_Rarely,Research & Development,3,Technical Degree,1786,1,Female,3,3,Manager,3,13116,2,No,3,4,80,15,2,3,2,2,2,1,People Management,Project Planning,6,5
37,Travel_Rarely,Sales,2,Marketing,1787,2,Male,2,2,Sales Executive,2,4189,1,No,3,1,80,5,2,3,5,2,1,2,Sales Strategy,CRM Tools,4,3
46,Travel_Rarely,Research & Development,4,Medical,1789,3,Male,3,5,Research Director,4,19328,7,Yes,3,3,80,24,3,3,2,1,2,1,Research Leadership,Strategic Planning,6,5
36,Travel_Rarely,Research & Development,3,Life Sciences,1790,4,Male,3,3,Healthcare Representative,1,8321,7,Yes,3,4,80,15,1,3,12,8,2,2,Medical Sales,Product Knowledge,7,6
44,Travel_Frequently,Research & Development,2,Medical,1792,3,Male,3,1,Research Scientist,2,2342,1,Yes,3,3,80,6,2,2,5,3,1,2,Data Analysis,Python,4,3
37,Travel_Rarely,Human Resources,2,Other,1794,3,Male,3,2,Human Resources,2,4071,2,No,3,3,80,19,4,2,10,0,1,3,Talent Management,Employee Engagement,5,4
35,Travel_Rarely,Sales,3,Life Sciences,1797,3,Male,3,2,Sales Executive,4,5813,1,Yes,3,4,80,10,2,3,10,7,1,3,Sales Strategy,CRM Tools,6,5
33,Travel_Rarely,Research & Development,4,Life Sciences,1798,4,Male,4,1,Research Scientist,1,3143,6,No,3,2,80,14,1,3,10,8,2,4,Data Analysis,Python,7,6
28,Travel_Rarely,Research & Development,3,Life Sciences,1799,3,Male,3,1,Research Scientist,4,2044,1,No,3,3,80,5,6,4,5,3,1,3,Data Analysis,Python,4,3
39,Travel_Rarely,Research & Development,1,Medical,1800,3,Male,3,3,Research Director,3,13464,7,No,4,3,80,9,3,3,4,3,1,4,Research Leadership,Strategic Planning,5,4
46,Non-Travel,Sales,2,Life Sciences,1801,2,Male,2,2,Sales Executive,2,7991,8,No,3,3,80,6,3,3,2,2,1,2,Sales Strategy,CRM Tools,4,3
40,Travel_Rarely,Research & Development,2,Life Sciences,1802,3,Female,3,1,Laboratory Technician,1,3377,4,No,3,4,80,7,5,2,4,3,1,2,Laboratory Operations,Quality Control,4,3
42,Travel_Rarely,Research & Development,3,Medical,1803,2,Male,4,2,Healthcare Representative,1,5538,5,No,3,3,80,10,2,2,0,0,1,3,Medical Sales,Product Knowledge,5,4
35,Non-Travel,Research & Development,2,Medical,1804,2,Male,3,2,Manufacturing Director,4,5762,2,No,3,3,80,15,6,3,7,7,1,3,Operations Management,Process Optimization,6,5
38,Non-Travel,Human Resources,3,Human Resources,1805,1,Male,3,1,Human Resources,2,2592,5,No,3,4,80,13,3,3,11,10,2,3,Talent Management,Employee Engagement,7,6
34,Travel_Frequently,Research & Development,4,Life Sciences,1807,4,Male,3,2,Laboratory Technician,1,5346,4,No,3,3,80,11,3,2,7,1,1,3,Laboratory Operations,Quality Control,5,4
